lime50,lime50_cmyk,5.10,0.40,14.80,0.00
lime100,lime100_cmyk,10.30,0.10,27.60,0.00
lime200,lime200_cmyk,15.20,0.00,51.00,0.00
lime300,lime300_cmyk,26.90,0.00,73.90,0.00
lime400,lime400_cmyk,37.90,0.00,92.90,0.00
lime500,lime500_cmyk,51.90,0.00,94.70,0.00
lime600,lime600_cmyk,63.20,10.30,99.90,3.50
lime700,lime700_cmyk,66.70,22.90,99.50,22.40
lime800,lime800_cmyk,68.55,30.82,97.54,39.34
lime900,lime900_cmyk,69.60,33.40,95.50,50.20
lime950,lime950_cmyk,71.81,43.57,86.91,73.81
